#    26.1088    99.9475 1 2 0 
   24.6619    98.2175 3.0397 
   24.3999    97.7332 3.0293 
   23.9027    97.6622 3.0562 
   24.3368    98.3382 3.0231 
   24.1350    98.5651 3.0524 
   24.1603   100.3690 3.0544 
   24.0204    99.7242 3.0493 
   23.7032    99.5713 3.0384 
   24.6420   100.7200 3.0163 
   24.4547   100.8080 3.0583 
   23.9586   100.4120 3.0702 
   23.5890   100.2940 3.0905 
#    26.2040    99.4300 1 2 0 
   25.8500   100.5200 3.0043 
   25.9242   100.8560 2.9712 
   25.8146    99.8316 3.0195 
   25.5410    99.7280 3.0247 
   25.3419    99.7771 3.0078 
   25.3500   100.4900 2.9701 
   25.0148   100.2160 3.0400 
   25.2400   100.3200 3.0041 
   25.0541   100.5230 2.9802 
   25.5666   100.4990 2.9940 
   25.3230   100.8990 2.9705 
   25.9100   100.1000 3.0156 
   26.2944   100.5960 2.9817 
   25.5117    98.5433 3.0694 
   25.2175    98.3349 3.0575 
   24.9037    98.6668 3.1139 
   24.7484    98.4849 3.0878 
   25.1964    98.8431 3.1056 
   25.4505    98.8634 3.1188 
   24.3221    99.0384 3.0633 
   25.0480    99.4801 3.0343 
   24.9958    99.8346 2.9836 
   24.5257    99.6235 3.0678 
   24.7523    99.1663 3.0567 
   25.1078    97.9350 3.0445 
   24.7130    97.9699 3.0474 
   24.6619    98.2175 3.0617 
   24.4972    98.0252 3.0750 
   24.3999    97.7332 3.0761 
   24.1826    97.7857 3.0680 
   23.9027    97.6622 3.0728 
   24.3368    98.3382 3.0846 
   24.1350    98.5651 3.1595 
   24.7112    99.8799 3.0296 
   24.1603   100.3690 3.0703 
   24.2045    99.5529 3.0478 
   24.0204    99.7242 3.0486 
   23.7032    99.5713 3.0573 
   23.5554    98.8783 3.0646 
   23.9586   100.4120 3.0633 
   24.1990   100.7810 2.9371 
   23.5890   100.2940 3.0911 
   25.0395   100.8160 3.0304 
#    25.6322    99.4024 1 2 0 
   25.8500   100.5200 2.9840 
   25.9242   100.8560 2.9761 
   25.5410    99.7280 3.0170 
   25.3419    99.7771 2.9323 
   25.3500   100.4900 2.9588 
   25.0148   100.2160 2.9530 
   25.4893    99.9868 2.9748 
   25.2400   100.3200 2.9887 
   25.0541   100.5230 2.9292 
   25.5945   100.8960 2.9714 
   25.5666   100.4990 2.9528 
   25.9100   100.1000 3.0492 
   25.5117    98.5433 2.9692 
   25.2175    98.3349 3.0671 
   24.9037    98.6668 3.1159 
   24.7484    98.4849 3.0609 
   25.1964    98.8431 3.0359 
   24.6942    98.8350 3.0608 
   24.5549    99.0325 3.0441 
   24.3221    99.0384 3.0536 
   24.9958    99.8346 3.0691 
   24.5305    99.3404 3.0585 
   24.5257    99.6235 3.0796 
   24.7523    99.1663 3.0375 
   25.1078    97.9350 3.0383 
   24.7130    97.9699 3.0672 
   24.6108    97.6568 3.0632 
   24.6619    98.2175 3.0787 
   24.4972    98.0252 3.0892 
   24.3999    97.7332 3.0611 
   24.1350    98.5651 3.0791 
   24.8650   100.0910 3.0281 
   24.7112    99.8799 3.1042 
   24.7084   100.1990 3.0702 
   24.3191    99.9445 3.1219 
   24.5924   100.4690 3.0757 
   24.1603   100.3690 3.0908 
   24.2045    99.5529 3.0665 
   24.0204    99.7242 3.0916 
   23.7032    99.5713 3.0643 
   23.5554    98.8783 3.0866 
   24.6420   100.7200 3.0445 
   24.4547   100.8080 3.1064 
   23.9586   100.4120 3.1009 
   24.1990   100.7810 3.1103 
   25.0395   100.8160 2.9840 
#    25.8500   100.5200 1 2 0 
   25.2954    99.4137 2.9813 
   25.3419    99.7771 2.9308 
   25.0148   100.2160 2.9995 
   25.4893    99.9868 2.9798 
   25.5945   100.8960 2.9956 
   25.3230   100.8990 2.9810 
   26.2944   100.5960 2.6032 
   25.5117    98.5433 2.9854 
   25.2175    98.3349 2.9996 
   25.4847    99.2375 3.0055 
   25.1964    98.8431 2.9742 
   24.6942    98.8350 2.9870 
   24.5549    99.0325 2.9834 
   25.0480    99.4801 2.9716 
   24.8769    99.6453 2.9608 
   24.5305    99.3404 3.0097 
   25.1078    97.9350 2.9956 
   24.7130    97.9699 3.0063 
   24.6108    97.6568 3.0183 
   24.6619    98.2175 3.0111 
   24.4972    98.0252 3.0155 
   24.3999    97.7332 3.0269 
   24.1826    97.7857 3.0365 
   23.9027    97.6622 3.0565 
   24.3368    98.3382 3.0232 
   24.1350    98.5651 3.0300 
   24.7112    99.8799 3.0256 
   24.7084   100.1990 3.0197 
   24.3191    99.9445 3.0352 
   24.1603   100.3690 3.0541 
   24.2045    99.5529 3.0671 
   23.8963    99.0268 3.0393 
   24.0204    99.7242 3.0787 
   23.7032    99.5713 3.0762 
   23.5554    98.8783 3.0429 
   24.6420   100.7200 3.0398 
   24.4547   100.8080 3.0039 
   24.1990   100.7810 3.0983 
   23.5890   100.2940 3.0726 
   25.0395   100.8160 3.0803 
#    25.9242   100.8560 1 2 0 
   25.8146    99.8316 2.9307 
   25.5410    99.7280 3.0468 
   25.2954    99.4137 2.9676 
   25.0148   100.2160 3.0125 
   25.4893    99.9868 3.0348 
   25.2400   100.3200 2.9872 
   25.5666   100.4990 3.0004 
   25.9100   100.1000 2.8965 
   25.5117    98.5433 2.9952 
   24.9037    98.6668 3.0145 
   24.7484    98.4849 3.0176 
   25.4505    98.8634 3.0260 
   24.6942    98.8350 2.9978 
   24.3221    99.0384 3.0225 
   25.0480    99.4801 2.9934 
   24.8769    99.6453 2.9892 
   24.5257    99.6235 3.0341 
   24.7130    97.9699 3.0106 
   24.6108    97.6568 3.0236 
   24.6619    98.2175 3.0282 
   24.4972    98.0252 3.0242 
   24.3999    97.7332 3.0275 
   24.1826    97.7857 3.0400 
   24.1350    98.5651 3.0446 
   24.7112    99.8799 2.9663 
   24.7084   100.1990 2.9947 
   24.5924   100.4690 2.6006 
   23.8963    99.0268 3.0425 
   23.5554    98.8783 3.0324 
   24.6420   100.7200 3.0227 
   24.4547   100.8080 3.0505 
   23.9586   100.4120 3.0682 
   24.1990   100.7810 3.0781 
#    25.8146    99.8316 1 2 0 
   25.3500   100.4900 2.9898 
   25.0148   100.2160 3.0576 
   25.2400   100.3200 2.9521 
   25.0541   100.5230 2.9565 
   25.5945   100.8960 2.9820 
   25.5666   100.4990 2.9963 
   25.3230   100.8990 3.0074 
   26.2944   100.5960 3.0037 
   25.5117    98.5433 2.9863 
   25.2175    98.3349 3.0007 
   24.9037    98.6668 3.0584 
   24.7484    98.4849 3.0567 
   25.4847    99.2375 2.9859 
   25.4505    98.8634 3.0096 
   24.6942    98.8350 3.0149 
   24.5549    99.0325 3.0191 
   24.8769    99.6453 3.0279 
   24.5305    99.3404 3.0337 
   24.5257    99.6235 3.0247 
   24.7523    99.1663 3.0204 
   25.1078    97.9350 3.0000 
   24.7130    97.9699 3.0313 
   24.6108    97.6568 3.0364 
   24.6619    98.2175 3.0435 
   24.4972    98.0252 3.0651 
   24.3999    97.7332 3.0403 
   24.1826    97.7857 3.0771 
   23.9027    97.6622 3.1018 
   24.3368    98.3382 3.0770 
   24.1350    98.5651 3.0454 
   24.7112    99.8799 3.0626 
   24.5924   100.4690 3.7484 
   24.1603   100.3690 3.0994 
   24.2045    99.5529 3.0457 
   23.8963    99.0268 3.0669 
   24.0204    99.7242 3.0608 
   23.7032    99.5713 3.0628 
   23.5554    98.8783 3.0741 
   24.6420   100.7200 2.9799 
   24.4547   100.8080 2.9861 
   23.9586   100.4120 3.1181 
   23.5890   100.2940 3.1156 
   25.0395   100.8160 2.9819 
#    25.5410    99.7280 1 2 0 
   25.2954    99.4137 3.0241 
   25.3500   100.4900 2.9404 
   25.2400   100.3200 2.9667 
   25.0541   100.5230 2.9185 
   25.5945   100.8960 2.9901 
   25.5666   100.4990 2.9754 
   25.3230   100.8990 2.9421 
   25.9100   100.1000 2.9689 
   26.2944   100.5960 3.0305 
   25.5117    98.5433 2.9729 
   25.2175    98.3349 3.0122 
   24.9037    98.6668 2.9930 
   24.7484    98.4849 3.0285 
   25.4847    99.2375 2.9321 
   25.1964    98.8431 3.0659 
   25.4505    98.8634 3.0212 
   24.5549    99.0325 3.0345 
   24.3221    99.0384 3.0665 
   24.5305    99.3404 3.0612 
   24.5257    99.6235 3.0096 
   24.7523    99.1663 3.0002 
   25.1078    97.9350 3.0231 
   24.7130    97.9699 3.0241 
   24.6108    97.6568 3.0341 
   24.6619    98.2175 3.0382 
   24.4972    98.0252 3.0513 
   24.3999    97.7332 3.0371 
   24.1350    98.5651 3.0521 
   24.8650   100.0910 3.1061 
   24.7084   100.1990 3.1424 
   24.5924   100.4690 3.0987 
   24.1603   100.3690 3.0648 
   24.2045    99.5529 3.0370 
   23.8963    99.0268 3.0873 
   24.0204    99.7242 3.0694 
   23.7032    99.5713 3.0494 
   23.5554    98.8783 3.0910 
   24.6420   100.7200 3.0668 
   24.4547   100.8080 3.1249 
   24.1990   100.7810 3.1383 
   23.5890   100.2940 3.1127 
   25.0395   100.8160 2.9904 
#    25.2954    99.4137 1 2 0 
   25.3419    99.7771 2.8733 
   25.3500   100.4900 2.8899 
   25.0148   100.2160 3.0240 
   25.4893    99.9868 2.9408 
   25.2400   100.3200 2.9160 
   25.0541   100.5230 2.9640 
   25.5945   100.8960 2.9582 
   25.5666   100.4990 2.9756 
   25.3230   100.8990 2.9176 
   25.9100   100.1000 3.0001 
   26.2944   100.5960 3.0103 
   25.5117    98.5433 2.9905 
   25.2175    98.3349 3.0327 
   24.9037    98.6668 3.1033 
   24.7484    98.4849 3.0732 
   25.1964    98.8431 3.0667 
   25.4505    98.8634 3.0723 
   24.6942    98.8350 3.0524 
   24.5549    99.0325 3.0352 
   24.3221    99.0384 3.1056 
   24.8769    99.6453 3.0740 
   24.9958    99.8346 3.1776 
   24.5257    99.6235 3.0653 
   24.7523    99.1663 2.9735 
   25.1078    97.9350 3.0530 
   24.7130    97.9699 3.0336 
   24.6108    97.6568 3.0372 
   24.6619    98.2175 3.0683 
   24.4972    98.0252 3.0583 
   24.3999    97.7332 3.0809 
   24.1826    97.7857 3.1073 
   23.9027    97.6622 3.1338 
   24.3368    98.3382 3.0974 
   24.1350    98.5651 3.0515 
   24.7112    99.8799 3.1216 
   24.7084   100.1990 3.1709 
   24.3191    99.9445 3.1355 
   24.5924   100.4690 3.1272 
   24.1603   100.3690 3.1133 
   24.2045    99.5529 3.0553 
   23.8963    99.0268 3.0750 
   24.0204    99.7242 3.0827 
   23.7032    99.5713 3.0683 
   23.5554    98.8783 3.0987 
   24.6420   100.7200 3.1357 
   24.4547   100.8080 3.1736 
   23.9586   100.4120 3.1296 
   24.1990   100.7810 3.1509 
   23.5890   100.2940 3.1126 
   25.0395   100.8160 2.9594 
#    25.3419    99.7771 1 2 0 
   25.3500   100.4900 2.8703 
   25.0148   100.2160 3.0366 
   25.2400   100.3200 2.9278 
   25.0541   100.5230 2.9274 
   25.5945   100.8960 2.9553 
   25.5666   100.4990 2.9492 
   25.3230   100.8990 2.9125 
   25.5117    98.5433 2.9791 
   25.2175    98.3349 3.0052 
   24.9037    98.6668 3.0417 
   24.7484    98.4849 3.0080 
   25.4847    99.2375 2.9763 
   25.1964    98.8431 3.0335 
   25.4505    98.8634 3.0356 
   24.6942    98.8350 2.9947 
   24.5549    99.0325 2.9744 
   24.5305    99.3404 3.0481 
   25.1078    97.9350 3.0243 
   24.7130    97.9699 3.0044 
   24.6108    97.6568 3.0181 
   24.6619    98.2175 3.0082 
   24.4972    98.0252 3.0319 
   24.3999    97.7332 3.0312 
   24.1826    97.7857 3.0610 
   23.9027    97.6622 3.0700 
   24.3368    98.3382 3.0461 
   24.1350    98.5651 3.0419 
   24.8650   100.0910 3.0706 
   24.7084   100.1990 3.1500 
   24.1603   100.3690 3.0753 
   24.2045    99.5529 3.0471 
   23.8963    99.0268 3.1189 
   24.0204    99.7242 3.0650 
   23.7032    99.5713 3.0602 
   23.5554    98.8783 3.1105 
   24.6420   100.7200 3.0805 
   24.1990   100.7810 3.1565 
   23.5890   100.2940 3.1290 
   25.0395   100.8160 2.9340 
#    25.3500   100.4900 1 2 0 
   25.4893    99.9868 2.9079 
   25.5945   100.8960 2.9699 
   25.3230   100.8990 2.8703 
   25.5117    98.5433 2.9521 
   25.2175    98.3349 2.9642 
   24.9037    98.6668 3.0037 
   24.7484    98.4849 3.0063 
   25.4847    99.2375 2.9224 
   25.1964    98.8431 2.9777 
   25.4505    98.8634 2.9648 
   24.6942    98.8350 2.9670 
   24.5549    99.0325 3.0060 
   24.3221    99.0384 3.0116 
   25.0480    99.4801 2.9890 
   24.8769    99.6453 2.9712 
   24.5305    99.3404 2.9885 
   24.5257    99.6235 3.0013 
   24.7523    99.1663 2.9959 
   25.1078    97.9350 2.9855 
   24.7130    97.9699 2.9925 
   24.6108    97.6568 3.0038 
   24.6619    98.2175 2.9936 
   24.4972    98.0252 3.0137 
   24.3999    97.7332 3.0242 
   23.9027    97.6622 3.0461 
   24.3368    98.3382 3.0160 
   24.1350    98.5651 3.0350 
   24.7112    99.8799 3.0006 
   24.1603   100.3690 3.0467 
   23.8963    99.0268 3.0305 
   24.0204    99.7242 3.0568 
   23.7032    99.5713 3.0946 
   23.5554    98.8783 3.0452 
   24.6420   100.7200 3.0082 
   24.4547   100.8080 3.0685 
   24.1990   100.7810 3.1144 
   23.5890   100.2940 3.0814 
   25.0395   100.8160 3.0812 
#    25.0148   100.2160 1 2 0 
   25.5945   100.8960 2.9603 
   25.5666   100.4990 2.9221 
   25.3230   100.8990 2.9718 
   25.5117    98.5433 3.0295 
   25.2175    98.3349 3.0080 
   24.9037    98.6668 3.0078 
   25.4847    99.2375 3.0492 
   25.1964    98.8431 3.0152 
   25.4505    98.8634 3.0702 
   24.6942    98.8350 3.0313 
   24.5549    99.0325 3.0554 
   24.3221    99.0384 3.0496 
   25.0480    99.4801 2.9746 
   24.8769    99.6453 3.0816 
   24.5305    99.3404 3.0524 
   24.7523    99.1663 3.0720 
   25.1078    97.9350 3.0175 
   24.7130    97.9699 3.0257 
   24.6108    97.6568 3.0452 
   24.4972    98.0252 3.0738 
   24.3999    97.7332 3.0677 
   24.1826    97.7857 3.0770 
   24.3368    98.3382 3.0606 
   24.1350    98.5651 3.0815 
   23.8963    99.0268 3.0680 
   23.7032    99.5713 3.1410 
   23.5554    98.8783 3.0595 
   24.6420   100.7200 3.1066 
   24.1990   100.7810 3.2087 
   23.5890   100.2940 3.1230 
   25.0395   100.8160 2.9021 
#    25.4893    99.9868 1 2 0 
   25.0541   100.5230 2.8779 
   25.5945   100.8960 2.9793 
   25.5666   100.4990 2.9765 
   25.3230   100.8990 2.9388 
   26.2944   100.5960 3.0560 
   25.5117    98.5433 2.9739 
   25.2175    98.3349 3.0066 
   24.9037    98.6668 2.9716 
   24.7484    98.4849 2.9810 
   25.4847    99.2375 2.9470 
   25.1964    98.8431 3.0295 
   25.4505    98.8634 3.0112 
   24.5549    99.0325 2.9388 
   25.0480    99.4801 2.7394 
   24.8769    99.6453 3.0445 
   24.5305    99.3404 3.0594 
   24.5257    99.6235 3.0346 
   24.7523    99.1663 2.9419 
   25.1078    97.9350 3.0269 
   24.7130    97.9699 2.9944 
   24.6108    97.6568 3.0082 
   24.6619    98.2175 3.0051 
   24.4972    98.0252 3.0194 
   24.3999    97.7332 3.0238 
   24.1826    97.7857 3.0430 
   24.1350    98.5651 3.0362 
   24.3191    99.9445 3.0914 
   24.5924   100.4690 3.0990 
   24.1603   100.3690 3.0979 
   24.2045    99.5529 3.0536 
   24.0204    99.7242 3.0711 
   23.7032    99.5713 3.0823 
   24.4547   100.8080 3.0762 
   23.5890   100.2940 3.1135 
   25.0395   100.8160 2.9907 
#    25.2400   100.3200 1 2 0 
   25.5945   100.8960 2.9785 
   25.3230   100.8990 2.9108 
   25.9100   100.1000 2.9291 
   25.5117    98.5433 2.9639 
   25.2175    98.3349 2.9764 
   24.9037    98.6668 3.0171 
   24.7484    98.4849 3.0418 
   25.4847    99.2375 2.9124 
   25.4505    98.8634 2.9720 
   24.6942    98.8350 3.0267 
   24.5549    99.0325 3.0093 
   24.3221    99.0384 3.0394 
   25.0480    99.4801 3.0227 
   24.8769    99.6453 3.0339 
   24.5305    99.3404 3.0258 
   24.5257    99.6235 3.1172 
   24.7523    99.1663 3.0428 
   25.1078    97.9350 3.0043 
   24.7130    97.9699 3.0168 
   24.6108    97.6568 3.0517 
   24.6619    98.2175 3.0161 
   24.4972    98.0252 3.0287 
   24.3999    97.7332 3.0444 
   24.1826    97.7857 3.0667 
   23.9027    97.6622 3.0788 
   24.3368    98.3382 3.0417 
   24.1350    98.5651 3.0678 
   24.1603   100.3690 3.0805 
   24.2045    99.5529 3.0979 
   23.8963    99.0268 3.0655 
   24.0204    99.7242 3.0760 
   23.7032    99.5713 3.0909 
   23.5554    98.8783 3.0546 
   24.4547   100.8080 3.0684 
   23.5890   100.2940 3.1148 
   25.0395   100.8160 2.9846 
#    25.0541   100.5230 1 2 0 
   25.5945   100.8960 2.9360 
   25.9100   100.1000 2.9435 
   25.5117    98.5433 2.9883 
   25.2175    98.3349 2.9907 
   24.9037    98.6668 3.0147 
   24.7484    98.4849 3.0162 
   25.4847    99.2375 2.9658 
   25.1964    98.8431 3.0050 
   25.4505    98.8634 3.0130 
   24.6942    98.8350 2.9951 
   24.5549    99.0325 3.0335 
   24.3221    99.0384 2.9999 
   25.0480    99.4801 2.9980 
   24.8769    99.6453 3.0007 
   24.9958    99.8346 2.9392 
   24.5305    99.3404 2.9970 
   24.5257    99.6235 3.0480 
   24.7523    99.1663 3.0133 
   25.1078    97.9350 3.0093 
   24.7130    97.9699 3.0157 
   24.6108    97.6568 3.0293 
   24.6619    98.2175 3.0173 
   24.4972    98.0252 3.0422 
   24.3999    97.7332 3.0438 
   24.1826    97.7857 3.0563 
   23.9027    97.6622 3.0452 
   24.3368    98.3382 3.0183 
   24.8650   100.0910 2.8524 
   24.7112    99.8799 3.0807 
   24.2045    99.5529 3.0715 
   23.8963    99.0268 3.1184 
   24.0204    99.7242 3.1062 
   23.7032    99.5713 3.0942 
   23.5554    98.8783 3.0783 
   24.4547   100.8080 2.9180 
#    25.5945   100.8960 1 2 0 
   25.5666   100.4990 2.9173 
   25.9100   100.1000 2.9950 
   26.2944   100.5960 3.1046 
   25.5117    98.5433 2.9522 
   25.2175    98.3349 2.9958 
   24.9037    98.6668 2.9853 
   24.7484    98.4849 2.9827 
   25.4847    99.2375 2.9493 
   25.1964    98.8431 2.9986 
   25.4505    98.8634 2.9941 
   24.6942    98.8350 2.9651 
   24.5549    99.0325 2.9892 
   24.3221    99.0384 3.0048 
   25.0480    99.4801 2.9602 
   24.8769    99.6453 2.9673 
   24.9958    99.8346 2.9226 
   24.5305    99.3404 3.0063 
   24.5257    99.6235 3.0036 
   24.7523    99.1663 2.9838 
   25.1078    97.9350 3.0063 
   24.7130    97.9699 2.9877 
   24.6108    97.6568 2.9996 
   24.6619    98.2175 2.9933 
   24.4972    98.0252 2.9964 
   24.3999    97.7332 3.0032 
   24.1826    97.7857 3.0233 
   24.3368    98.3382 3.0012 
   24.1350    98.5651 3.0331 
   24.7112    99.8799 2.9992 
   24.7084   100.1990 2.9744 
   24.3191    99.9445 3.0480 
   24.1603   100.3690 3.0157 
   24.2045    99.5529 3.0055 
   23.8963    99.0268 3.0231 
   24.0204    99.7242 3.0670 
   23.7032    99.5713 3.0648 
   23.5554    98.8783 3.0442 
   24.6420   100.7200 2.9990 
   24.4547   100.8080 3.0504 
   23.9586   100.4120 3.0854 
   24.1990   100.7810 3.0755 
#    25.5666   100.4990 1 2 0 
   25.3230   100.8990 2.9340 
   25.9100   100.1000 2.9573 
   25.5117    98.5433 2.9467 
   25.2175    98.3349 3.0046 
   24.9037    98.6668 3.0028 
   24.7484    98.4849 2.9834 
   25.4847    99.2375 2.9521 
   25.1964    98.8431 3.0151 
   25.4505    98.8634 3.0032 
   24.6942    98.8350 2.9808 
   24.5549    99.0325 2.9936 
   25.0480    99.4801 2.9430 
   24.8769    99.6453 2.9601 
   24.5305    99.3404 2.9685 
   24.5257    99.6235 3.0294 
   24.7523    99.1663 2.9727 
   25.1078    97.9350 3.0104 
   24.7130    97.9699 2.9868 
   24.6108    97.6568 2.9983 
   24.6619    98.2175 3.0035 
   24.4972    98.0252 3.0107 
   24.3999    97.7332 3.0184 
   24.1826    97.7857 3.0376 
   23.9027    97.6622 3.0436 
   24.3368    98.3382 3.0115 
   24.7112    99.8799 2.9783 
   24.3191    99.9445 3.0990 
   24.5924   100.4690 3.0070 
   24.1603   100.3690 3.0426 
   24.2045    99.5529 3.0557 
   23.8963    99.0268 3.0278 
   23.9586   100.4120 3.0635 
   25.0395   100.8160 3.0939 
#    25.3230   100.8990 1 2 0 
   25.9100   100.1000 2.9390 
   26.2944   100.5960 3.0294 
   25.5117    98.5433 2.9562 
   25.2175    98.3349 2.9639 
   24.9037    98.6668 2.9880 
